coin,time,status,weekly_velocity,weekly_direction,daily_direction,blockers,zone,origin,terminal,targets
BTC,1778889600000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1778904000000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1778918400000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1778932800000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1778947200000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1778961600000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1778976000000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1778990400000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779004800000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779019200000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779033600000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779048000000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779062400000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779076800000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779091200000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779105600000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779120000000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779134400000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779148800000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779163200000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779177600000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779192000000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779206400000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779220800000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779235200000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779249600000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779264000000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779278400000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779292800000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779307200000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779321600000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779336000000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779350400000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779364800000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779379200000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779393600000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779408000000,rejected,,,-1,weekly_warmup_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779422400000,rejected,,,-1,weekly_warmup_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779436800000,rejected,,,-1,weekly_warmup_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779451200000,rejected,,,-1,weekly_warmup_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779465600000,rejected,,,-1,weekly_warmup_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779480000000,rejected,,,-1,weekly_warmup_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,78608.0,[]
BTC,1779494400000,rejected,,,-1,weekly_warmup_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779508800000,rejected,,,-1,weekly_warmup_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779523200000,rejected,,,-1,weekly_warmup_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779537600000,rejected,,,-1,weekly_warmup_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779552000000,rejected,,,-1,weekly_warmup_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779566400000,rejected,,,-1,weekly_warmup_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779580800000,rejected,,,-1,weekly_warmup_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779595200000,rejected,,,-1,weekly_warmup_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779609600000,rejected,,,-1,weekly_warmup_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779624000000,rejected,,,-1,weekly_warmup_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779638400000,rejected,,,-1,weekly_warmup_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779652800000,rejected,,,-1,weekly_warmup_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779667200000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779681600000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779696000000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779710400000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779724800000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779739200000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779753600000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779768000000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779782400000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779796800000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779811200000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779825600000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779840000000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779854400000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779868800000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779883200000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779897600000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779912000000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779926400000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779940800000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779955200000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779969600000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779984000000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1779998400000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,75350.0,[]
BTC,1780012800000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780027200000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780041600000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780056000000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780070400000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780084800000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780099200000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780113600000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780128000000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780142400000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780156800000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780171200000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780185600000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780200000000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780214400000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780228800000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780243200000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780257600000,rejected,-0.3056862417309483,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780272000000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780286400000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780300800000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780315200000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780329600000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780344000000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780358400000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780372800000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780387200000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780401600000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780416000000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780430400000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780444800000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780459200000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780473600000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780488000000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780502400000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780516800000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780531200000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780545600000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780560000000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780574400000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780588800000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780603200000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780617600000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780632000000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780646400000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780660800000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780675200000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780689600000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780704000000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780718400000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780732800000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780747200000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780761600000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780776000000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780790400000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780804800000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780819200000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780833600000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780848000000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780862400000,rejected,-0.8886053453029232,0,-1,weekly_neutral;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780876800000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780891200000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780905600000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780920000000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780934400000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780948800000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780963200000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780977600000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1780992000000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1781006400000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1781020800000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1781035200000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1781049600000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1781064000000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1781078400000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1781092800000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1781107200000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1781121600000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1781136000000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1781150400000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1781164800000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1781179200000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1781193600000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1781208000000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
BTC,1781222400000,rejected,-2.8575758723904063,-1,-1,impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,82436.0,72555.0,[]
